datetime,open,high,low,close
2025-03-10 15:00:00+0000,1.29171,1.29201,1.28984,1.29044
2025-03-10 16:00:00+0000,1.29044,1.29093,1.28853,1.28942
2025-03-10 17:00:00+0000,1.28943,1.28946,1.28772,1.28772
2025-03-10 18:00:00+0000,1.28771,1.28807,1.28619,1.28693
2025-03-10 19:00:00+0000,1.28694,1.28779,1.28612,1.28769
2025-03-10 20:00:00+0000,1.28769,1.28793,1.28642,1.28743
2025-03-10 21:00:00+0000,1.28741,1.28798,1.28682,1.28754
2025-03-10 22:00:00+0000,1.28754,1.28782,1.28719,1.2873
2025-03-10 23:00:00+0000,1.28731,1.28809,1.28721,1.2875
2025-03-11 00:00:00+0000,1.28749,1.28884,1.28739,1.28852
2025-03-11 01:00:00+0000,1.28853,1.28902,1.28759,1.2889
2025-03-11 02:00:00+0000,1.28891,1.28931,1.28825,1.28889
2025-03-11 03:00:00+0000,1.2889,1.28947,1.28853,1.28897
2025-03-11 04:00:00+0000,1.28894,1.28977,1.28859,1.28942
2025-03-11 05:00:00+0000,1.28941,1.28951,1.2873,1.28762
2025-03-11 06:00:00+0000,1.28764,1.29031,1.2874,1.28935
2025-03-11 07:00:00+0000,1.28936,1.29174,1.28904,1.29085
2025-03-11 08:00:00+0000,1.29087,1.2937,1.29057,1.29298
2025-03-11 09:00:00+0000,1.29296,1.29413,1.29231,1.29343
2025-03-11 10:00:00+0000,1.29343,1.29343,1.29235,1.29266
2025-03-11 11:00:00+0000,1.29265,1.29366,1.29187,1.29241
2025-03-11 12:00:00+0000,1.2924,1.29514,1.29212,1.29444
2025-03-11 13:00:00+0000,1.29443,1.29468,1.29283,1.29306
2025-03-11 14:00:00+0000,1.29308,1.29344,1.29177,1.29308
2025-03-11 15:00:00+0000,1.2931,1.29561,1.29283,1.29456
2025-03-11 16:00:00+0000,1.29456,1.29456,1.2936,1.2937
2025-03-11 17:00:00+0000,1.2937,1.29494,1.29334,1.2949
2025-03-11 18:00:00+0000,1.29491,1.29657,1.29476,1.296
2025-03-11 19:00:00+0000,1.29596,1.2965,1.29511,1.29517
2025-03-11 20:00:00+0000,1.29519,1.2952,1.29458,1.29497
2025-03-11 21:00:00+0000,1.29458,1.29513,1.29298,1.29434
2025-03-11 22:00:00+0000,1.29434,1.29498,1.29425,1.29475
2025-03-11 23:00:00+0000,1.29475,1.29501,1.29428,1.29433
2025-03-12 00:00:00+0000,1.29435,1.29457,1.29312,1.29354
2025-03-12 01:00:00+0000,1.29354,1.2943,1.2934,1.2937
2025-03-12 02:00:00+0000,1.29367,1.29422,1.29325,1.29328
2025-03-12 03:00:00+0000,1.29329,1.29349,1.29219,1.29219
2025-03-12 04:00:00+0000,1.29225,1.2926,1.29188,1.29236
2025-03-12 05:00:00+0000,1.29236,1.29312,1.29203,1.29311
2025-03-12 06:00:00+0000,1.2931,1.29323,1.29151,1.29163
2025-03-12 07:00:00+0000,1.29167,1.29321,1.29132,1.29285
2025-03-12 08:00:00+0000,1.29284,1.2942,1.29233,1.29419
2025-03-12 09:00:00+0000,1.2942,1.29453,1.29335,1.29341
2025-03-12 10:00:00+0000,1.2934,1.29436,1.29293,1.29332
2025-03-12 11:00:00+0000,1.29331,1.2961,1.29331,1.2944
2025-03-12 12:00:00+0000,1.2944,1.29887,1.29379,1.29428
2025-03-12 13:00:00+0000,1.29429,1.29552,1.29273,1.29348
2025-03-12 14:00:00+0000,1.29348,1.2948,1.29243,1.29459
2025-03-12 15:00:00+0000,1.29458,1.2968,1.29412,1.29677
2025-03-12 16:00:00+0000,1.29675,1.29821,1.29641,1.29723
2025-03-12 17:00:00+0000,1.29723,1.29803,1.29654,1.2967
2025-03-12 18:00:00+0000,1.29669,1.29728,1.29634,1.2967
2025-03-12 19:00:00+0000,1.29673,1.29723,1.29627,1.29669
2025-03-12 20:00:00+0000,1.29669,1.29702,1.29597,1.29619
2025-03-12 21:00:00+0000,1.29619,1.29664,1.29533,1.29604
2025-03-12 22:00:00+0000,1.29606,1.29667,1.29605,1.29653
2025-03-12 23:00:00+0000,1.29653,1.29667,1.29604,1.2964
2025-03-13 00:00:00+0000,1.29639,1.29678,1.29602,1.29665
2025-03-13 01:00:00+0000,1.29666,1.29699,1.29623,1.29665
2025-03-13 02:00:00+0000,1.29662,1.29732,1.29662,1.29699
2025-03-13 03:00:00+0000,1.29701,1.29701,1.29571,1.29577
2025-03-13 04:00:00+0000,1.29576,1.29621,1.2954,1.29619
2025-03-13 05:00:00+0000,1.29617,1.2962,1.29522,1.29582
2025-03-13 06:00:00+0000,1.29583,1.296,1.29462,1.29506
2025-03-13 07:00:00+0000,1.29506,1.29584,1.29413,1.29525
2025-03-13 08:00:00+0000,1.29527,1.29658,1.29412,1.29476
2025-03-13 09:00:00+0000,1.29474,1.296,1.2944,1.29592
2025-03-13 10:00:00+0000,1.29592,1.29634,1.29485,1.29561
2025-03-13 11:00:00+0000,1.29563,1.29574,1.29262,1.29317
2025-03-13 12:00:00+0000,1.29318,1.29652,1.29274,1.29323
2025-03-13 13:00:00+0000,1.29327,1.29448,1.29205,1.29368
2025-03-13 14:00:00+0000,1.29367,1.29602,1.29359,1.29564
2025-03-13 15:00:00+0000,1.29565,1.29581,1.29351,1.2943
2025-03-13 16:00:00+0000,1.2943,1.29584,1.29365,1.29465
2025-03-13 17:00:00+0000,1.29464,1.29472,1.2936,1.29398
